8, 20000000, 2, 7.93, 8.96, 6.47
8, 20000000, 2, 7.61, 8.75, 6.12
8, 20000000, 2, 7.54, 8.66, 6.12
8, 40000000, 2, 16.00, 17.31, 13.65
8, 40000000, 2, 14.56, 17.24, 11.21
8, 40000000, 2, 15.41, 18.02, 12.11
8, 80000000, 2, 29.63, 33.11, 24.50
8, 80000000, 2, 31.20, 36.82, 24.14
8, 80000000, 2, 30.30, 35.68, 23.62
8, 160000000, 2, 61.79, 72.61, 48.23
8, 160000000, 2, 59.49, 69.44, 47.05
8, 160000000, 2, 62.08, 72.27, 48.85
8, 20000000, 4, 20.68, 26.63, 48.34
8, 20000000, 4, 21.08, 27.32, 49.62
8, 20000000, 4, 22.17, 24.57, 54.88
8, 40000000, 4, 45.18, 51.64, 110.90
8, 40000000, 4, 43.70, 55.71, 104.22
8, 40000000, 4, 43.01, 54.19, 101.84
8, 80000000, 4, 87.42, 110.10, 208.90
8, 80000000, 4, 84.07, 113.91, 194.33
8, 80000000, 4, 84.46, 105.18, 202.39
8, 160000000, 4, 178.73, 212.64, 435.78
8, 160000000, 4, 175.74, 210.06, 426.73
