8, 20000000, 2, 7.50, 8.88, 5.79
8, 20000000, 2, 7.15, 6.88, 6.79
8, 20000000, 2, 7.70, 7.14, 7.51
8, 40000000, 2, 15.39, 15.64, 13.87
8, 40000000, 2, 14.60, 13.89, 14.00
8, 40000000, 2, 14.90, 17.12, 11.97
8, 80000000, 2, 30.64, 35.30, 24.49
8, 80000000, 2, 31.04, 35.88, 24.66
8, 80000000, 2, 30.58, 34.68, 24.76
8, 160000000, 2, 59.52, 66.78, 49.03
8, 160000000, 2, 62.95, 73.39, 49.61
8, 160000000, 2, 61.58, 71.31, 48.90
8, 20000000, 4, 19.93, 25.12, 46.49
8, 20000000, 4, 19.85, 27.74, 44.69
8, 20000000, 4, 19.08, 26.83, 43.07
8, 40000000, 4, 41.54, 51.94, 99.49
8, 40000000, 4, 41.13, 55.57, 95.42
8, 40000000, 4, 41.34, 54.28, 97.37
8, 80000000, 4, 82.83, 107.98, 194.55
8, 80000000, 4, 83.16, 108.66, 193.94
