8, 20000000, 2, 7.47, 8.67, 5.86
8, 20000000, 2, 7.14, 7.38, 6.39
8, 20000000, 2, 7.47, 8.76, 5.86
8, 40000000, 2, 15.71, 16.55, 13.86
8, 40000000, 2, 14.83, 15.63, 12.94
8, 40000000, 2, 14.80, 15.54, 12.87
8, 80000000, 2, 30.59, 32.30, 26.88
8, 80000000, 2, 31.65, 33.47, 27.75
8, 80000000, 2, 30.82, 34.79, 24.92
8, 160000000, 2, 59.53, 57.79, 55.92
8, 160000000, 2, 59.67, 67.09, 49.02
8, 160000000, 2, 59.61, 60.99, 53.47
8, 20000000, 4, 24.07, 27.84, 59.36
8, 20000000, 4, 20.95, 28.63, 47.82
8, 20000000, 4, 18.99, 25.66, 43.01
8, 40000000, 4, 44.15, 54.46, 106.53
8, 40000000, 4, 41.43, 56.47, 95.76
8, 40000000, 4, 43.09, 55.03, 101.19
8, 80000000, 4, 81.42, 111.46, 187.30
8, 80000000, 4, 81.91, 105.81, 192.70
8, 80000000, 4, 82.93, 107.91, 195.42
8, 160000000, 4, 173.24, 218.42, 416.12
8, 160000000, 4, 173.52, 222.11, 408.05
8, 160000000, 4, 162.14, 206.25, 384.51
8, 20000000, 8, 62.19, 91.81, 369.08
8, 20000000, 8, 56.97, 74.83, 352.38
8, 20000000, 8, 56.54, 79.64, 342.74
8, 40000000, 8, 115.90, 163.09, 694.71
8, 40000000, 8, 122.48, 175.68, 725.05
8, 40000000, 8, 122.74, 179.51, 725.59
