8, 20000000, 2, 7.53, 8.15, 6.44
8, 20000000, 2, 7.09, 8.47, 5.38
8, 20000000, 2, 7.65, 8.36, 6.49
8, 40000000, 2, 16.01, 17.22, 13.80
8, 40000000, 2, 15.90, 18.90, 12.16
8, 40000000, 2, 15.08, 16.61, 12.66
8, 80000000, 2, 30.62, 35.86, 23.86
8, 80000000, 2, 29.70, 33.37, 24.31
8, 80000000, 2, 31.12, 31.35, 28.40
8, 160000000, 2, 62.95, 62.36, 58.56
8, 160000000, 2, 60.06, 62.77, 53.02
8, 160000000, 2, 62.35, 69.90, 50.93
8, 20000000, 4, 22.01, 26.87, 53.02
8, 20000000, 4, 20.80, 26.68, 49.23
8, 20000000, 4, 20.70, 27.09, 48.50
8, 40000000, 4, 49.51, 56.01, 122.31
8, 40000000, 4, 43.32, 52.14, 106.43
8, 40000000, 4, 45.37, 52.30, 112.01
8, 80000000, 4, 83.24, 108.64, 194.76
8, 80000000, 4, 85.52, 109.11, 203.02
8, 80000000, 4, 84.53, 110.97, 197.24
8, 160000000, 4, 169.55, 210.94, 407.70
8, 160000000, 4, 167.44, 212.86, 397.66
8, 160000000, 4, 167.53, 207.92, 401.14
8, 20000000, 8, 56.97, 78.44, 347.11
8, 20000000, 8, 56.14, 80.46, 335.92
8, 20000000, 8, 58.55, 82.92, 347.71
8, 40000000, 8, 115.10, 165.96, 684.87
8, 40000000, 8, 116.84, 171.81, 695.13
